フレンズID,わざ種別,効果種別,威力,対象,条件,効果ターン,発動率,発動回数,備考
火の鳥,キセキとくせい,ギブアップ復帰,復帰時HP50%,自身,自身がギブアップしたとき,-,-,1回,
火の鳥,けものミラクル,ギブアップ復帰,復帰時HP30%,味方全体,-,-,-,-,
ニホンカワウソ,たいきスキル,ギブアップ復帰,復帰時HP80%,味方1人,-,-,1,1回,
ホワイトサーバル,キセキとくせい,ギブアップ復帰,復帰時HP50%,自身を除く~~味方1人,セルリアン戦,-,-,1回,
アライグマ(黄緑),けものミラクル,ギブアップ復帰,復帰時HP50%,味方1人,ギブアップ中ではない味方が3人以下,-,-,-,
オイナリサマ,たいきスキル,ギブアップ復帰,復帰時HP60%,味方1人,-,-,1,1回,
フンボルトペンギン,けものミラクル,ギブアップ復帰,復帰時HP50%,味方1人,-,-,-,-,
アルパカ・ワカイヤ,けものミラクル,ギブアップ復帰,復帰時HP50%,味方1人,-,-,-,-,
アマミノクロウサギ,けものミラクル,ギブアップ復帰,復帰時HP50%,味方1人,-,-,-,-,必要MP120
アマミノクロウサギ,けものミラクル,被ダメージ減少,0.29,味方全体,フレンドリー属性の味方,1ターン,-,-,必要MP120
アマミノクロウサギ,けものミラクル,MP増加,20,味方全体,フレンドリー属性の味方,-,-,-,必要MP120
アマミノクロウサギ,とくいわざ,与ダメージ減少,0.13,相手単体,リラックス属性の相手,2ターン,中確率,-,
アマミノクロウサギ,たいきスキル,かいひ減少,0.1,相手全体,-,2ターン,1,2回,
アマミノクロウサギ,たいきスキル,回復,0.2,最もたいりょく割合の低い味方単体,-,-,1,2回,
アマミノクロウサギ,とくせい,かいひ増加,0.1,味方全体,フレンドリー属性の味方,-,-,-,
アマミノクロウサギ,とくせい,攻撃命中率増加,0.1,自身,-,-,-,-,
アマミノクロウサギ,キセキとくせい,被ダメージ減少,0.1,味方全体,フレンドリー属性の味方,-,-,-,
アマミノクロウサギ,キセキとくせい,与ダメージ増加,0.1,味方全体,フレンドリー属性の味方,-,-,-,
アマミノクロウサギ,キセキとくせい,与ダメージ増加,0.15,自身を除く~~味方全体,自身のたいりょくが50%以下~~フレンドリー属性の味方,-,-,-,
オオミミギツネ(緑),けものミラクル,与ダメージ増加,0.15,味方全体,-,3ターン,-,-,必要MP140
オオミミギツネ(緑),けものミラクル,与ダメージ増加,0.24,味方全体,ギブアップ中ではない味方が5人~~フレンドリー属性の味方,2ターン,-,-,必要MP140
オオミミギツネ(緑),けものミラクル,被ダメージ減少,0.14,味方全体,ギブアップ中ではない味方が5人~~フレンドリー属性の味方,2ターン,-,-,必要MP140
オオミミギツネ(緑),とくいわざ,与ダメージ減少,0.03,相手単体,-,2ターン,中確率,-,
オオミミギツネ(緑),たいきスキル,与ダメージ増加,0.1,味方全体,フレンドリー属性の味方,2ターン,1,2回,
オオミミギツネ(緑),とくせい,攻撃命中率増加,0.15,味方全体,フレンドリー、ファニー属性の味方,-,-,-,
オオミミギツネ(緑),とくせい,被ダメージ減少,3%×ギブアップ中ではない味方1人,自身,くたくた状態の相手,-,-,-,
オオミミギツネ(緑),キセキとくせい,被ダメージ減少,0.1,味方全体,フレンドリー属性の味方,-,-,-,
オオミミギツネ(緑),キセキとくせい,毎ターンMP増加,2,味方全体,フレンドリー属性の味方,-,-,-,
オオミミギツネ(緑),キセキとくせい,与ダメージ増加,2%×ギブアップ中ではない味方1人,味方全体,フレンドリー属性の味方,-,-,-,
イエイヌ（雑種）,なないろとくせい,被ダメージ減少,0.1,自身,-,-,-,-,
イエイヌ（雑種）,なないろとくせい,かいひ増加,0.1,自身を除く~~味方全体,-,-,-,-,
イエイヌ（雑種）,なないろとくせい,かいひ減少,0.1,相手全体,自身のたいりょくが50%以上,-,-,-,
オオミミギツネ,なないろとくせい,攻撃命中率増加,0.15,味方全体,ファニー属性の味方,-,-,-,
オオミミギツネ,なないろとくせい,与ダメージ増加,0.1,味方全体,ファニー属性の味方,-,-,-,
オオミミギツネ,なないろとくせい,被ダメージ減少,0.15,自身,くたくた状態の相手,-,-,-,
ジャイアントパンダ,なないろとくせい,与ダメージ増加,0.25,味方全体,自身がすやすや状態,-,-,-,
ジャイアントパンダ,なないろとくせい,被ダメージ減少,0.15,味方全体,自身がすやすや状態,-,-,-,
レッサーパンダ,なないろとくせい,攻撃命中率増加,0.1,味方全体,-,-,-,-,
レッサーパンダ,なないろとくせい,与ダメージ増加,0.1,味方全体,自身のたいりょくが50%以下~~リラックス属性の味方,-,-,-,
レッサーパンダ,なないろとくせい,被ダメージ減少,0.1,味方全体,自身のたいりょくが50%以下~~リラックス属性の味方,-,-,-,
サーバル,なないろとくせい,攻撃命中率増加,0.1,自身,-,-,-,-,
サーバル,なないろとくせい,被ダメージ減少,0.1,味方全体,地形がサバンナ,-,-,-,
サーバル,なないろとくせい,毎ターンMP増加,2,自身,地形がサバンナ,-,-,-,
ソンサーバル,けものミラクル,被ダメージ減少,0.34,自身,ギブアップ中ではない味方が1人以下,3ターン,-,-,必要MP140
ソンサーバル,けものミラクル,MP増加,46,自身,ギブアップ中ではない味方が1人以下,3ターン,-,-,必要MP140
ソンサーバル,とくいわざ,吸収,0.03,自身,-,1ターン,-,-,
ソンサーバル,とくいわざ,攻撃命中率増加,0.15,自身,ギブアップ中ではない味方が1人以下,3ターン,-,-,
ソンサーバル,たいきスキル,MP増加,8,自身を除く~~味方全体,-,-,1,2回,
ソンサーバル,たいきスキル,MP増加量減少状態解除,-,味方全体,アクティブ、フレンドリー属性の味方,-,1,2回,
ソンサーバル,とくせい,かいひ減少,0.1,相手全体,-,-,-,-,
ソンサーバル,とくせい,かいひ増加,0.1,自身,ギブアップ中ではない味方が1人以下,-,-,-,
ソンサーバル,とくせい,与ダメージ増加,0.03,味方全体,毎wave開始時,-,-,5回,
ソンサーバル,とくせい,被ダメージ減少,0.03,味方全体,毎wave開始時,-,-,5回,
ギョクリュウ,けものミラクル,たいりょく回復量減少,0.5,相手全体,-,1ターン,高確率,-,必要MP130
ギョクリュウ,とくいわざ,全体攻撃による被ダメージ増加,0.03,相手単体,-,2ターン,-,-,
ギョクリュウ,たいきスキル,与ダメージ増加,0.1,自身を除く~~味方全体,リラックス、マイペース属性の味方,3ターン,1,5回,
ギョクリュウ,たいきスキル,被ダメージ減少,0.1,自身を除く~~味方全体,リラックス、マイペース属性の味方,3ターン,1,5回,
ギョクリュウ,たいきスキル,MP増加,7,自身,-,-,1,5回,
ギョクリュウ,とくせい,攻撃命中率増加,0.2,味方全体,リラックス、マイペース属性の味方,-,-,-,
ギョクリュウ,とくせい,被ダメージ減少,0.15,自身,たいりょくが50%以下,-,-,-,
ギョクリュウ,キセキとくせい,与ダメージ増加,0.15,味方全体,リラックス、マイペース属性の味方,-,-,-,
ギョクリュウ,キセキとくせい,毎ターンMP増加,3,自身,-,-,-,-,
マサイライオン,けものミラクル,回復,0.25,自身,-,-,-,-,必要MP120
マサイライオン,とくいわざ,攻撃命中率減少,0.08,相手単体,-,2ターン,高確率,-,
マサイライオン,たいきスキル,かいひ減少,0.1,相手全体,ファニー属性の相手,2ターン,0.7,∞,
マサイライオン,たいきスキル,攻撃命中率増加,0.1,自身,-,2ターン,0.7,∞,
マサイライオン,とくせい,与ダメージ増加,3%×自身の残っている~~たいりょく20%,味方全体,リラックス属性の味方,-,-,-,
マサイライオン,キセキとくせい,攻撃命中率増加,0.2,自身,地形がサバンナ,-,-,-,
トランスバールライオン,けものミラクル,与ダメージ減少,0.19,相手単体,-,4ターン,高確率,-,必要MP110
トランスバールライオン,けものミラクル,攻撃命中率減少,0.14,相手単体,-,4ターン,高確率,-,必要MP110
トランスバールライオン,たいきスキル,回復,0.25,自身,-,-,1,1回,
トランスバールライオン,キセキとくせい,回復,0.3,味方全体,自身がギブアップしたとき~~ラブリー属性の味方,-,-,1回,
ホッキョクウサギ,キセキとくせい,攻撃命中率増加,0.05,自身,地形が寒冷地,-,-,-,
ホッキョクウサギ,キセキとくせい,かいひ増加,0.05,自身,地形が寒冷地,-,-,-,
マーモット,なないろとくせい,攻撃命中率増加,3%×ギブアップ中~~ではない味方1人,味方全体,フレンドリー属性の味方,-,-,-,
マーモット,なないろとくせい,被ダメージ減少,3%×ギブアップ中~~ではない味方1人,味方全体,フレンドリー属性の味方,-,-,-,
ニホンカワウソ,なないろとくせい,攻撃命中率増加,0.1,味方全体,-,-,-,-,
ニホンカワウソ,なないろとくせい,被ダメージ減少,0.1,味方全体,ラブリー属性の味方~~たいりょくが50%以上,-,-,-,
ニホンカワウソ,なないろとくせい,かいひ減少,0.1,相手全体,たいりょくが50%以上,-,-,-,
バーバリライオン,なないろとくせい,攻撃命中率増加,0.1,自身,たいりょくが50%以下,-,-,-,
バーバリライオン,なないろとくせい,かいひ増加,0.1,自身,たいりょくが50%以下,-,-,-,
ホラアナライオン,なないろとくせい,攻撃命中率増加,0.15,自身,-,-,-,-,
ホラアナライオン,なないろとくせい,与ダメージ増加,0.1,味方全体,地形が寒冷地~~リラックス属性の味方,-,-,-,
ホラアナライオン,なないろとくせい,被ダメージ減少,0.1,味方全体,地形が寒冷地~~リラックス属性の味方,-,-,-,
東北ずん子,けものミラクル,ギブアップ復帰,復帰時HP20%,味方全体,-,-,-,-,必要MP150
東北ずん子,けものミラクル,与ダメージ増加,0.27,味方全体,アクティブ、フレンドリー属性の味方,3ターン,-,-,必要MP150
東北ずん子,けものミラクル,MP増加,27,自身を除く~~味方全体,フレンドリー属性の味方,-,-,-,必要MP150
東北ずん子,けものミラクル,与ダメージ増加,0.1,味方全体,アクティブ属性の味方,2ターン,-,-,必要MP150
東北ずん子,たいきスキル,与ダメージ増加,0.2,味方全体,アクティブ属性の味方,2ターン,1,1回,
東北ずん子,たいきスキル,MP増加,10,自身,-,-,1,1回,
東北ずん子,とくせい,被ダメージ増加,0.05,相手全体,セルリアン戦~~自身がギブアップ状態でない,-,-,-,
東北ずん子,とくせい,毎ターンMP増加,2,自身,セルリアン戦,-,-,-,
東北ずん子,キセキとくせい,被ダメージ減少,0.1,味方全体,アクティブ、フレンドリー属性の味方,-,-,-,
東北ずん子,キセキとくせい,MP増加,27,自身,バトル開始時,-,-,1回,
東北ずん子,キセキとくせい,与ダメージ増加,0.15,味方全体,アクティブ属性の味方~~ギブアップ中ではない味方が3人以上,-,-,-,
ずんだもん,けものミラクル,被ダメージ増加,0.24,相手単体,-,3ターン,-,-,必要MP130
ずんだもん,けものミラクル,MP増加,14,自身,-,-,-,-,必要MP130
ずんだもん,とくいわざ,与ダメージ減少,0.05,相手単体,-,2ターン,高確率,-,
ずんだもん,とくいわざ,MP増加,5,自身,-,-,中確率,-,
ずんだもん,たいきスキル,回復,0.2,味方全体,フレンドリー属性の味方,-,1,1回,
ずんだもん,たいきスキル,MP増加,30,自身,-,-,1,1回,
ずんだもん,とくせい,被ダメージ減少,0.15,自身,たいりょくが50%以上,-,-,-,
ずんだもん,キセキとくせい,プラズムチャージ効果回数追加,1回,自身,-,-,-,-,
ずんだもん,キセキとくせい,与ダメージ増加,0.15,味方全体,フレンドリー属性の味方,-,-,-,
ずんだもん,キセキとくせい,攻撃命中率増加,0.15,味方全体,フレンドリー属性の味方,-,-,-,
カマイルカ,けものミラクル,回復,0.14,味方全体,フレンドリー属性の味方,3ターン,-,-,必要MP70
カマイルカ,とくいわざ,回復,0.05,自身,地形がみずべ,-,-,-,
カマイルカ,たいきスキル,被ダメージ減少,0.1,味方全体,ファニー属性の味方,2ターン,1,2回,
カマイルカ,キセキとくせい,被ダメージ減少,0.1,味方全体,ファニー属性の味方,-,-,-,
カマイルカ,キセキとくせい,攻撃命中率増加,0.2,味方全体,ファニー属性の味方,-,-,-,
カマイルカ,キセキとくせい,毎ターンMP増加,2,自身,地形がみずべ,-,-,-,
ターパン,けものミラクル,与ダメージ増加,0.14,味方全体,マイペース属性の味方,2ターン,-,-,必要MP130
ターパン,けものミラクル,回復,0.15,自身,-,-,-,-,必要MP130
ターパン,けものミラクル,被ダメージ減少,0.24,自身,-,2ターン,-,-,必要MP130
ターパン,とくいわざ,被ダメージ増加,0.05,相手単体,-,3ターン,高確率,-,
ターパン,たいきスキル,MP増加,10,自身,-,-,1,1回,
ターパン,たいきスキル,与ダメージ増加,0.15,味方全体,マイペース属性の味方,2ターン,1,1回,
ターパン,とくせい,被ダメージ減少,0.1,自身,かばう発動時,-,-,-,かばう発動率70%
ターパン,キセキとくせい,与ダメージ増加,0.15,味方全体,マイペース属性の味方,-,-,-,
ターパン,キセキとくせい,被ダメージ減少,5%×減少しているたいりょく10%,自身,-,-,-,-,
