レア度,フォト名,属性,入手,実装日,ページURL,イラストレーター名,変化前アイコンURL,変化後アイコンURL,とくせい(変化前),とくせい(変化後),Lv.1たいりょく,Lv.1こうげき,Lv.1まもり,変化前たいりょく,変化前こうげき,変化前まもり,変化後たいりょく,変化後こうげき,変化後まもり,,EOH
3,天下無双の,足跡,限定~~イベ報酬,2025/03/13,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/T1UxEHlIcb.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/AdoT5OTNAj.png,アクティブ(黄緑)属性の味方の~~からげんき状態の相手に与えるダメージが4%増加する,アクティブ(黄緑)属性の味方の~~からげんき状態の相手に与えるダメージが&color(red){7%}増加する,80,340,73,185,789,169,240,1020,219,,
3,うららかな春は遠からじ,青,限定~~イベ報酬,2025/03/13,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/jv_zqaAh8B.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/JlLayvcIC9.png,ギブアップ中ではない味方が5人の場合~~自身の与ダメージが2%増加する,ギブアップ中ではない味方が5人の場合~~自身の与ダメージが&color(red){4%}増加し~~&color(red){自身を除く味方全体の攻撃命中率が4%増加する},243,220,170,564,510,394,729,660,510,,
4,ぴゃーっとちゅうもく！,足跡,限定,2025/03/19,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/2jKuxj1QYy.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/x9OFzXVqdu.png,自身の被ダメージが4%減少し~~狙われやすくなる~~さらに自身を除く味方全体の攻撃命中率が4%増加する,自身の被ダメージが&color(red){6%}減少し~~狙われやすくなる~~さらに自身を除く味方全体の攻撃命中率が&color(red){6%}増加する,537,158,337,1299,382,815,1611,474,1011,,
4,春の吐息,足跡,限定~~課金パック,2025/03/27,,さかなへん,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Xp7xmqznwN.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/Bjh5dL0KGr.png,自身のかいひが5%増加する,自身のかいひが5%増加する~~&color(red){さらに自身の残っているたいりょく45%につき~~自身の与ダメージが8%増加し~~攻撃命中率が5%増加する},312,237,340,755,573,822,936,711,1020,,
4,なないろをうつして,足跡,限定,2025/04/04,,只野まぐ,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/TNdUnbN8S9.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/E7JBehjtsH.png,自身の与ダメージが5%増加し~~自身のたいりょくが50%以上のとき~~味方全体の被ダメージが5%減少する,自身の与ダメージが&color(red){7%}増加し~~自身のたいりょくが50%以上のとき~~味方全体の被ダメージが&color(red){6%}減少する,667,200,204,1614,484,493,2001,600,612,,
3,コツコツ、ダムづくり♪,青,限定~~イベ報酬,2025/04/04,,タケチケイスケ,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/rK5iTDlgqz.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/KXqC9cAepd.png,自身のたいりょくが50%以下のとき~~ファニー(赤)属性の味方の与ダメージが4%増加する,自身のたいりょくが50%以下のとき~~ファニー(赤)属性の味方の与ダメージが4%増加し~~&color(red){攻撃命中率が3%増加する},264,154,262,613,357,608,792,462,786,,
4,とんとんリズムにのって♪,足跡,限定,2025/04/10,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/4865bb5d9ca53491.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/9242b0ce4f7a9ad7.png,自身が狙われやすくなり~~自身を除く味方全体の与ダメージと攻撃命中率が4%増加する,自身が狙われやすくなり~~自身を除く味方全体の与ダメージと攻撃命中率が&color(red){5%}増加する,300,330,202,726,798,488,900,990,606,,
4,海辺のおたから,足跡,限定,2025/04/17,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/0f6b2fe55db5c450.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/14f0f34671c7723e.png,自身の与ダメージと攻撃命中率が5%増加する~~さらにステージがみずべの場合~~毎ターン自身のたいりょくが1%回復する,自身の与ダメージと攻撃命中率が&color(red){7%}増加する~~さらにステージがみずべの場合~~毎ターン自身のたいりょくが&color(red){2%}回復する,377,342,138,912,827,334,1131,1026,414,,
3,おいしいみどりいろ,足跡,限定~~イベ報酬,2025/04/17,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/a8bbd7dd31045807.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/41cfeefb8cfefb8b.png,アクティブ(黄緑)属性の味方の与ダメージが2%増加する,アクティブ(黄緑)、&color(red){フレンドリー(緑)}属性の味方の与ダメージが&color(red){3%}増加する,194,177,136,450,411,315,582,531,408,,
3,集まれ！ずん子の仲間たち,青,限定~~イベ報酬,2025/04/17,,変化前: -~~変化後: 吉崎観音,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/2110e5eb202d3672.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ad4564a7f7fc44bf.png,ギブアップ中ではない味方が5人の場合~~味方全体の被ダメージが2%減少する,ギブアップ中ではない味方が5人の場合~~味方全体の被ダメージが2%減少し~~&color(red){与ダメージが2%増加する},280,188,200,650,436,464,840,564,600,,
4,だいすきなあなたに,足跡,限定,2025/05/01,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/8f74356214ac6952.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ea9a64298b36733a.png,自身が狙われやすくなり~~自身のたいりょくが50%以下のとき~~自身の被ダメージが6%減少する,自身が狙われやすくなり~~自身のたいりょくが&color(red){80%}以下のとき~~自身の被ダメージが&color(red){8%}減少する,457,171,341,1106,413,825,1371,513,1023,,
3,やんばるのおひさま,足跡,限定~~イベ報酬,2025/05/01,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/703e6304261f1d1c.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/f3f290268017c997.png,自身の被ダメージが4%減少し~~自身を除く味方全体の与ダメージが3%増加する,自身の被ダメージが&color(red){5%}減少し~~自身を除く味方全体の与ダメージが&color(red){4%}増加する,223,307,41,517,712,95,669,921,123,,
4,ぬくもりにふれる,足跡,限定,2025/05/08,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/9d47aa3a5657b01a.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/f08535565483b9fd.png,ギブアップ中ではない味方が5人の場合~~自身の与ダメージが4%増加し~~自身を除く味方全体の被ダメージが5%減少する,ギブアップ中ではない味方が&color(red){3人以上}の場合~~自身の与ダメージが&color(red){5%}増加し~~自身を除く味方全体の被ダメージが&color(red){6%}減少する,341,241,301,825,583,728,1023,723,903,,
4,ゆらりうずうず,足跡,限定~~課金パック,2025/05/15,,かずえ,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/57e8f6f4b83e30bd.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/a41866819f2266ac.png,自身を除く味方全体の与ダメージが6%増加する,自身を除く味方全体の与ダメージが6%増加し~~&color(red){さらに自身のたいりょくが60%以下のとき~~自身を除く味方全体の与ダメージが7%増加し~~自身の被ダメージが3%減少する},540,285,139,1306,689,336,1620,855,417,,
4,山道の途中で,足跡,限定,2025/06/01,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/33a059761b6996c9.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/d1f27162d2010ca6.png,自身の被ダメージが6%減少し~~毎ターン自身を除く味方全体のたいりょくが2%回復する,自身の被ダメージが&color(red){7%}減少し~~毎ターン自身を除く味方全体のたいりょくが&color(red){3%}回復する,442,161,374,1069,389,905,1326,483,1122,,
3,西へ続く旅路,足跡,限定~~イベ報酬,2025/06/01,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/6a899822cab11cff.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/e4686bccefa37624.png,自身のズキンズキン状態の相手に与えるダメージが6%増加する,自身のズキンズキン状態の相手に与えるダメージが&color(red){8%}増加する,108,221,108,250,513,249,324,663,322,,
4,かえるとあめのうた,青,限定,2025/06/08,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/1be3ec26a417c272.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/eacedbf2a286cfc5.png,自身のたいりょくが80%以上のとき~~自身を除く味方全体の与ダメージが4%増加する~~さらに地形がみずべの場合~~毎ターン自身のたいりょくが2%回復する,自身のたいりょくが&color(red){50%}以上のとき~~自身を除く味方全体の与ダメージが&color(red){5%}増加する~~さらに地形がみずべの場合~~毎ターン自身のたいりょくが&color(red){3%}回復する,335,294,234,810,711,566,1005,882,702,,
4,やまのしるべ,足跡,限定,2025/06/19,,すなやますなこ,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/245e7660e2f2ee01.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/d26341d0799d9c8a.png,自身を除く味方全体の与ダメージが4%増加し~~攻撃命中率が5%増加する,自身を除く味方全体の与ダメージが&color(red){6%}増加し~~攻撃命中率が&color(red){7%}増加する,337,219,342,815,530,827,1011,657,1026,,
4,すきなものいっぱい♪,足跡,限定,2025/07/03,,タケチケイスケ,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/7796e13823dbbddc.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/10241e13465c7faa.png,自身の与ダメージが6%増加し~~狙われにくくなる,自身の与ダメージが&color(red){8%}増加し~~狙われにくくなる,167,267,338,404,646,818,501,801,1014,,
3,幸せをさがして,青,限定~~イベ報酬,2025/07/03,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/b6aef982483c48fc.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/1ecf4fa4f435f66d.png,自身の被ダメージが4%減少する~~自身のたいりょくが40%以下のとき~~さらに被ダメージを2%減少する,自身の被ダメージが&color(red){5%}減少する~~自身のたいりょくが40%以下のとき~~さらに被ダメージを&color(red){4%}減少する,300,101,301,696,234,698,900,303,903,,
4,はらぺこキャッチ！,足跡,限定,2025/07/10,,よしだひでゆき,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/ee8111276a4255d2.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/8c62910043e46b31.png,自身の与ダメージと攻撃命中率が3%増加する~~さらに自身のたいりょくが30%以下のとき~~自身の与ダメージが7%増加する,自身の与ダメージと攻撃命中率が&color(red){4%}増加する~~さらに自身のたいりょくが30%以下のとき~~自身の与ダメージが&color(red){9%}増加する,168,344,244,406,832,590,504,1032,732,,
4,神域の一皿,青,限定~~課金パック,2025/07/17,,pen助,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/da5fbfe38cc8f1c3.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/a1b99de4dc03c76c.png,ギブアップ中ではない味方1人につき~~自身の与ダメージが2%増加する,&color(red){相手全体の全状態異常耐性(低)を減少させる}~~さらにギブアップ中ではない味方1人につき~~自身の与ダメージが&color(red){3%}増加する,234,424,91,566,1026,220,702,1272,273,,
4,まぶしいです…,足跡,限定,2025/07/17,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/a6bae81b66297154.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/86b1d2f0d9200496.png,自身のたいりょくが50%以上のとき~~自身の与ダメージが7%増加し~~自身のたいりょくが50%以下のとき~~自身の被ダメージが7%減少する,自身のたいりょくが50%以上のとき~~自身の与ダメージが&color(red){9%}増加し~~自身のたいりょくが50%以下のとき~~自身の被ダメージが&color(red){9%}減少する,67,334,310,162,808,750,201,1002,930,,
3,参考までに！,青,限定~~イベ報酬,2025/07/17,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/fb2dcfda8f355315.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/23245c74a65cce75.png,自身が状態異常にかかっていないとき~~自身の被ダメージが4%減少し~~与ダメージが4%増加する,自身が状態異常にかかっていないとき~~自身の被ダメージが&color(red){5%}減少し~~与ダメージが&color(red){5%}増加する,193,232,178,448,538,413,579,696,534,,
3,理想のフサフサ！,足跡,限定~~イベ報酬,2025/07/31,,かずえ,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/095e3ae068c27dbe.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/1da8828bc3ea2c48.png,少しだけ狙われにくくなり~~どく状態の相手に与えるダメージが4%増加する,少しだけ狙われにくくなり~~どく状態の相手に与えるダメージが&color(red){6%}増加する,133,234,208,308,543,482,399,702,624,,
4,お姉ちゃんにまかせて♪,足跡,限定,2025/07/31,,只野まぐ,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/d4a1a0a1c2a0279b.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/29a54fe756892318.png,自身のすやすや耐性(中)が増加し~~被ダメージが5%減少する,自身のすやすや耐性&color(red){(高)}が増加し~~被ダメージが&color(red){7%}減少する,341,284,242,825,687,585,1023,852,726,,
4,たまにはこうやって,足跡,限定,2025/08/07,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/e1e8f744cad3810a.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/d94f9fdbd698e9ba.png,自身のばてばてヒリヒリ耐性(中)が増加し~~自身の与ダメージが7%増加する,自身のばてばてヒリヒリ耐性&color(red){(高)}が増加し~~自身の与ダメージが&color(red){9%}増加する,284,242,341,687,585,825,852,726,1023,,
4,暑さに妬けて,足跡,限定~~課金パック,2025/08/14,,さかなへん,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/456977c0311b89f4.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/dd706f28dc84b1cc.png,自身の被ダメージが7%減少する,&color(red){味方全体}の被ダメージが7%減少する~~&color(red){さらに自身のたいりょくが70%以上のとき~~毎ターン自身を除く味方全体のMPが2増加する},352,176,411,851,425,994,1056,528,1233,,
4,ヘトヘトになるくらい,青,限定,2025/09/11,,すなやますなこ,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/4e58a39825a772bb.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/8a8bf6eafc6ab865.png,自身のたいりょくが75%以下のとき~~自身の被ダメージが3%減少し~~全体攻撃による被ダメージが2%減少する,自身のたいりょくが&color(red){80%}以下のとき~~自身の被ダメージが&color(red){4%}減少し~~全体攻撃による被ダメージが&color(red){3%}減少する,278,189,421,672,457,1018,834,567,1263,,
3,見習いぷろでゅーさー,足跡,限定~~イベ報酬,2025/09/11,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/1dfa0a007b7327ed.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/cd95a734c9cab3fd.png,自信の状態異常の相手に与えるダメージが4%増加する,自信の状態異常の相手に与えるダメージが&color(red){6%}増加する,88,254,197,204,589,457,264,762,591,,
4,フォレスト・テリトリー,足跡,限定,2025/09/18,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/ce6682e49acd255e.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/5717a2afb53944d9.png,自身の残っているたいりょく25%につき~~自身の与ダメージが1%増加する,自身の残っているたいりょく25%につき~~自身の与ダメージが&color(red){2%}増加する,197,295,297,476,713,718,591,885,891,,
3,旅の途中,足跡,限定~~イベ報酬,2025/09/18,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/eee846d60425379e.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ed52dd5cce49e791.png,自身のたいりょくが毎ターン1%回復する,自身のたいりょくが毎ターン&color(red){2%}回復し~~&color(red){「Beat!!!」の与ダメージが2%増加する},277,67,267,643,155,619,831,201,801,,
